timestamp,location,temperature,dew_point_temperature,relative_humidity,pressure,wind_speed,wind_direction,rainfall,year,month,day,hour,day_of_year,sin_day,cos_day,sin_hour,cos_hour,temp_rolling_7d,press_rolling_7d,rh_rolling_7d,rain_rolling_7d_sum,temp_rolling_30d,press_rolling_30d,rh_rolling_30d,rain_rolling_30d_sum
2024-01-01 13:30:00,Bengaluru,25.0,17.0,61.0,1018.0,2.6,110.0,0.0,2024,1,1,13,1,0.017202,0.999852,-0.258819,-0.965926,24.46,1018.07,66.5,0.0,24.46,1018.07,66.5,0.0
2024-01-01 14:00:00,Bengaluru,25.0,17.0,61.0,1018.0,2.6,120.0,0.0,2024,1,1,14,1,0.017202,0.999852,-0.5,-0.866025,24.48,1018.07,66.31,0.0,24.48,1018.07,66.31,0.0
2024-01-01 14:30:00,Bengaluru,24.0,17.0,65.0,1018.0,2.6,120.0,0.0,2024,1,1,14,1,0.017202,0.999852,-0.5,-0.866025,24.47,1018.07,66.27,0.0,24.47,1018.07,66.27,0.0
2024-01-01 15:00:00,Bengaluru,24.0,17.0,65.0,1019.0,4.1,90.0,0.0,2024,1,1,15,1,0.017202,0.999852,-0.707107,-0.707107,24.45,1018.1,66.23,0.0,24.45,1018.1,66.23,0.0
2024-01-01 15:30:00,Bengaluru,23.0,17.0,69.0,1019.0,4.1,110.0,0.0,2024,1,1,15,1,0.017202,0.999852,-0.707107,-0.707107,24.41,1018.12,66.31,0.0,24.41,1018.12,66.31,0.0
2024-01-01 16:00:00,Bengaluru,23.0,18.0,74.0,1019.0,4.1,110.0,0.0,2024,1,1,16,1,0.017202,0.999852,-0.866025,-0.5,24.36,1018.15,66.55,0.0,24.36,1018.15,66.55,0.0
2024-01-01 16:30:00,Bengaluru,22.0,18.0,78.0,1019.0,3.6,110.0,0.0,2024,1,1,16,1,0.017202,0.999852,-0.866025,-0.5,24.29,1018.18,66.88,0.0,24.29,1018.18,66.88,0.0
2024-01-01 17:00:00,Bengaluru,22.0,18.0,78.0,1019.0,3.6,100.0,0.0,2024,1,1,17,1,0.017202,0.999852,-0.965926,-0.258819,24.23,1018.2,67.2,0.0,24.23,1018.2,67.2,0.0
2024-01-01 17:30:00,Bengaluru,22.0,18.0,78.0,1019.0,3.6,90.0,0.0,2024,1,1,17,1,0.017202,0.999852,-0.965926,-0.258819,24.17,1018.22,67.5,0.0,24.17,1018.22,67.5,0.0
2024-01-01 18:00:00,Bengaluru,21.0,18.0,83.0,1019.0,4.6,90.0,0.0,2024,1,1,18,1,0.017202,0.999852,-1.0,-0.0,24.08,1018.24,67.92,0.0,24.08,1018.24,67.92,0.0
2024-01-01 18:30:00,Bengaluru,21.0,18.0,83.0,1018.0,4.6,90.0,0.0,2024,1,1,18,1,0.017202,0.999852,-1.0,-0.0,24.0,1018.24,68.32,0.0,24.0,1018.24,68.32,0.0
2024-01-01 19:00:00,Bengaluru,21.0,18.0,83.0,1018.0,4.1,90.0,0.0,2024,1,1,19,1,0.017202,0.999852,-0.965926,0.258819,23.92,1018.23,68.69,0.0,23.92,1018.23,68.69,0.0
2024-01-01 19:30:00,Bengaluru,21.0,18.0,83.0,1018.0,3.6,100.0,0.0,2024,1,1,19,1,0.017202,0.999852,-0.965926,0.258819,23.85,1018.22,69.05,0.0,23.85,1018.22,69.05,0.0
2024-01-01 20:00:00,Bengaluru,21.0,18.0,83.0,1018.0,3.1,100.0,0.0,2024,1,1,20,1,0.017202,0.999852,-0.866025,0.5,23.78,1018.22,69.39,0.0,23.78,1018.22,69.39,0.0
2024-01-01 20:30:00,Bengaluru,20.0,18.0,88.0,1017.0,3.6,90.0,0.0,2024,1,1,20,1,0.017202,0.999852,-0.866025,0.5,23.69,1018.19,69.83,0.0,23.69,1018.19,69.83,0.0
2024-01-01 21:00:00,Bengaluru,20.0,18.0,88.0,1017.0,4.1,90.0,0.0,2024,1,1,21,1,0.017202,0.999852,-0.707107,0.707107,23.6,1018.16,70.26,0.0,23.6,1018.16,70.26,0.0
2024-01-01 21:30:00,Bengaluru,20.0,18.0,88.0,1017.0,4.1,90.0,0.0,2024,1,1,21,1,0.017202,0.999852,-0.707107,0.707107,23.52,1018.14,70.66,0.0,23.52,1018.14,70.66,0.0
2024-01-01 22:00:00,Bengaluru,20.0,18.0,88.0,1017.0,4.1,80.0,0.0,2024,1,1,22,1,0.017202,0.999852,-0.5,0.866025,23.44,1018.11,71.04,0.0,23.44,1018.11,71.04,0.0
2024-01-01 22:30:00,Bengaluru,20.0,18.0,88.0,1017.0,4.1,90.0,0.0,2024,1,1,22,1,0.017202,0.999852,-0.5,0.866025,23.37,1018.09,71.41,0.0,23.37,1018.09,71.41,0.0
2024-01-01 23:00:00,Bengaluru,20.0,18.0,88.0,1017.0,4.1,90.0,0.0,2024,1,1,23,1,0.017202,0.999852,-0.258819,0.965926,23.3,1018.06,71.77,0.0,23.3,1018.06,71.77,0.0
2024-01-01 23:30:00,Bengaluru,20.0,18.0,88.0,1017.0,3.6,90.0,0.0,2024,1,1,23,1,0.017202,0.999852,-0.258819,0.965926,23.23,1018.04,72.1,0.0,23.23,1018.04,72.1,0.0
2024-01-02 00:00:00,Bengaluru,20.0,18.0,88.0,1017.0,3.6,100.0,0.0,2024,1,2,0,2,0.034398,0.999408,0.0,1.0,23.16,1018.02,72.43,0.0,23.16,1018.02,72.43,0.0
2024-01-02 00:30:00,Bengaluru,20.0,18.0,88.0,1018.0,3.6,80.0,0.0,2024,1,2,0,2,0.034398,0.999408,0.0,1.0,23.1,1018.02,72.74,0.0,23.1,1018.02,72.74,0.0
2024-01-02 01:00:00,Bengaluru,20.0,18.0,88.0,1018.0,3.6,80.0,0.0,2024,1,2,1,2,0.034398,0.999408,0.258819,0.965926,23.04,1018.02,73.04,0.0,23.04,1018.02,73.04,0.0
2024-01-02 01:30:00,Bengaluru,20.0,18.0,88.0,1018.0,3.6,90.0,0.0,2024,1,2,1,2,0.034398,0.999408,0.258819,0.965926,22.98,1018.02,73.33,0.0,22.98,1018.02,73.33,0.0
2024-01-02 02:00:00,Bengaluru,20.0,18.0,88.0,1018.0,3.1,70.0,0.0,2024,1,2,2,2,0.034398,0.999408,0.5,0.866025,22.92,1018.02,73.6,0.0,22.92,1018.02,73.6,0.0
2024-01-02 02:30:00,Bengaluru,20.0,18.0,88.0,1019.0,3.1,90.0,0.0,2024,1,2,2,2,0.034398,0.999408,0.5,0.866025,22.87,1018.04,73.87,0.0,22.87,1018.04,73.87,0.0
2024-01-02 03:00:00,Bengaluru,21.0,18.0,83.0,1019.0,3.6,90.0,0.0,2024,1,2,3,2,0.034398,0.999408,0.707107,0.707107,22.84,1018.05,74.04,0.0,22.84,1018.05,74.04,0.0
2024-01-02 03:30:00,Bengaluru,21.0,18.0,83.0,1020.0,2.6,80.0,0.0,2024,1,2,3,2,0.034398,0.999408,0.707107,0.707107,22.8,1018.09,74.2,0.0,22.8,1018.09,74.2,0.0
2024-01-02 04:00:00,Bengaluru,22.0,18.0,78.0,1020.0,3.1,90.0,0.0,2024,1,2,4,2,0.034398,0.999408,0.866025,0.5,22.79,1018.12,74.26,0.0,22.79,1018.12,74.26,0.0
2024-01-02 04:30:00,Bengaluru,23.0,19.0,78.0,1020.0,2.6,70.0,0.0,2024,1,2,4,2,0.034398,0.999408,0.866025,0.5,22.79,1018.16,74.33,0.0,22.79,1018.16,74.33,0.0
2024-01-02 05:30:00,Bengaluru,24.0,19.0,74.0,1019.0,2.1,120.0,0.0,2024,1,2,5,2,0.034398,0.999408,0.965926,0.258819,22.81,1018.17,74.32,0.0,22.81,1018.17,74.32,0.0
2024-01-02 06:00:00,Bengaluru,25.0,19.0,69.0,1019.0,2.6,90.0,0.0,2024,1,2,6,2,0.034398,0.999408,1.0,0.0,22.85,1018.18,74.23,0.0,22.85,1018.18,74.23,0.0
2024-01-02 06:30:00,Bengaluru,26.0,18.0,61.0,1018.0,2.6,120.0,0.0,2024,1,2,6,2,0.034398,0.999408,1.0,0.0,22.9,1018.18,74.02,0.0,22.9,1018.18,74.02,0.0
2024-01-02 07:00:00,Bengaluru,26.0,18.0,61.0,1017.0,4.1,80.0,0.0,2024,1,2,7,2,0.034398,0.999408,0.965926,-0.258819,22.95,1018.16,73.81,0.0,22.95,1018.16,73.81,0.0
2024-01-02 07:30:00,Bengaluru,27.0,17.0,54.0,1017.0,4.1,90.0,0.0,2024,1,2,7,2,0.034398,0.999408,0.965926,-0.258819,23.02,1018.14,73.49,0.0,23.02,1018.14,73.49,0.0
2024-01-02 08:00:00,Bengaluru,28.0,18.0,55.0,1016.0,3.1,70.0,0.0,2024,1,2,8,2,0.034398,0.999408,0.866025,-0.5,23.09,1018.11,73.2,0.0,23.09,1018.11,73.2,0.0
2024-01-02 08:30:00,Bengaluru,28.0,17.0,51.0,1016.0,1.5,70.0,0.0,2024,1,2,8,2,0.034398,0.999408,0.866025,-0.5,23.17,1018.08,72.86,0.0,23.17,1018.08,72.86,0.0
2024-01-02 09:00:00,Bengaluru,28.0,17.0,51.0,1015.0,3.1,90.0,0.0,2024,1,2,9,2,0.034398,0.999408,0.707107,-0.707107,23.24,1018.03,72.53,0.0,23.24,1018.03,72.53,0.0
2024-01-02 09:30:00,Bengaluru,29.0,17.0,48.0,1015.0,4.6,90.0,0.0,2024,1,2,9,2,0.034398,0.999408,0.707107,-0.707107,23.33,1017.99,72.16,0.0,23.33,1017.99,72.16,0.0
2024-01-02 10:00:00,Bengaluru,29.0,17.0,48.0,1015.0,3.1,80.0,0.0,2024,1,2,10,2,0.034398,0.999408,0.5,-0.866025,23.41,1017.94,71.81,0.0,23.41,1017.94,71.81,0.0
2024-01-02 10:30:00,Bengaluru,28.0,17.0,51.0,1015.0,2.1,70.0,0.0,2024,1,2,10,2,0.034398,0.999408,0.5,-0.866025,23.48,1017.9,71.51,0.0,23.48,1017.9,71.51,0.0
2024-01-02 11:00:00,Bengaluru,28.0,17.0,51.0,1015.0,2.1,70.0,0.0,2024,1,2,11,2,0.034398,0.999408,0.258819,-0.965926,23.54,1017.86,71.21,0.0,23.54,1017.86,71.21,0.0
2024-01-02 11:30:00,Bengaluru,28.0,17.0,51.0,1015.0,3.1,90.0,0.0,2024,1,2,11,2,0.034398,0.999408,0.258819,-0.965926,23.61,1017.82,70.93,0.0,23.61,1017.82,70.93,0.0
2024-01-02 12:00:00,Bengaluru,27.0,17.0,54.0,1016.0,3.1,90.0,0.0,2024,1,2,12,2,0.034398,0.999408,0.0,-1.0,23.65,1017.79,70.69,0.0,23.65,1017.79,70.69,0.0
2024-01-02 12:30:00,Bengaluru,26.0,17.0,58.0,1016.0,4.1,100.0,0.0,2024,1,2,12,2,0.034398,0.999408,0.0,-1.0,23.68,1017.77,70.52,0.0,23.68,1017.77,70.52,0.0
2024-01-02 13:00:00,Bengaluru,25.0,17.0,61.0,1017.0,4.1,100.0,0.0,2024,1,2,13,2,0.034398,0.999408,-0.258819,-0.965926,23.7,1017.76,70.39,0.0,23.7,1017.76,70.39,0.0
2024-01-02 13:30:00,Bengaluru,25.0,18.0,65.0,1017.0,5.7,110.0,0.0,2024,1,2,13,2,0.034398,0.999408,-0.258819,-0.965926,23.72,1017.75,70.32,0.0,23.72,1017.75,70.32,0.0
2024-01-02 14:00:00,Bengaluru,24.0,18.0,69.0,1018.0,4.1,100.0,0.0,2024,1,2,14,2,0.034398,0.999408,-0.5,-0.866025,23.72,1017.75,70.3,0.0,23.72,1017.75,70.3,0.0
2024-01-02 14:30:00,Bengaluru,24.0,18.0,69.0,1018.0,4.6,100.0,0.0,2024,1,2,14,2,0.034398,0.999408,-0.5,-0.866025,23.73,1017.75,70.29,0.0,23.73,1017.75,70.29,0.0
2024-01-02 15:00:00,Bengaluru,23.0,18.0,74.0,1018.0,4.1,110.0,0.0,2024,1,2,15,2,0.034398,0.999408,-0.707107,-0.707107,23.72,1017.76,70.33,0.0,23.72,1017.76,70.33,0.0
2024-01-02 15:30:00,Bengaluru,23.0,18.0,74.0,1019.0,5.1,100.0,0.0,2024,1,2,15,2,0.034398,0.999408,-0.707107,-0.707107,23.71,1017.77,70.38,0.0,23.71,1017.77,70.38,0.0
2024-01-02 16:00:00,Bengaluru,22.0,18.0,78.0,1019.0,4.1,100.0,0.0,2024,1,2,16,2,0.034398,0.999408,-0.866025,-0.5,23.69,1017.79,70.47,0.0,23.69,1017.79,70.47,0.0
2024-01-02 16:30:00,Bengaluru,22.0,18.0,78.0,1019.0,4.6,110.0,0.0,2024,1,2,16,2,0.034398,0.999408,-0.866025,-0.5,23.67,1017.8,70.57,0.0,23.67,1017.8,70.57,0.0
2024-01-02 17:00:00,Bengaluru,22.0,18.0,78.0,1019.0,4.6,100.0,0.0,2024,1,2,17,2,0.034398,0.999408,-0.965926,-0.258819,23.65,1017.82,70.66,0.0,23.65,1017.82,70.66,0.0
2024-01-02 17:30:00,Bengaluru,21.0,18.0,83.0,1018.0,4.1,110.0,0.0,2024,1,2,17,2,0.034398,0.999408,-0.965926,-0.258819,23.61,1017.82,70.81,0.0,23.61,1017.82,70.81,0.0
2024-01-02 18:00:00,Bengaluru,21.0,18.0,83.0,1018.0,4.1,100.0,0.0,2024,1,2,18,2,0.034398,0.999408,-1.0,-0.0,23.58,1017.82,70.95,0.0,23.58,1017.82,70.95,0.0
2024-01-02 18:30:00,Bengaluru,21.0,18.0,83.0,1018.0,5.7,90.0,0.0,2024,1,2,18,2,0.034398,0.999408,-1.0,-0.0,23.55,1017.82,71.09,0.0,23.55,1017.82,71.09,0.0
2024-01-02 19:00:00,Bengaluru,21.0,18.0,83.0,1018.0,5.1,100.0,0.0,2024,1,2,19,2,0.034398,0.999408,-0.965926,0.258819,23.52,1017.83,71.23,0.0,23.52,1017.83,71.23,0.0
2024-01-02 19:30:00,Bengaluru,21.0,18.0,83.0,1017.0,3.1,100.0,0.0,2024,1,2,19,2,0.034398,0.999408,-0.965926,0.258819,23.49,1017.82,71.37,0.0,23.49,1017.82,71.37,0.0
2024-01-02 20:00:00,Bengaluru,21.0,18.0,83.0,1017.0,3.1,100.0,0.0,2024,1,2,20,2,0.034398,0.999408,-0.866025,0.5,23.47,1017.81,71.5,0.0,23.47,1017.81,71.5,0.0
2024-01-02 20:30:00,Bengaluru,20.0,18.0,88.0,1017.0,3.6,100.0,0.0,2024,1,2,20,2,0.034398,0.999408,-0.866025,0.5,23.43,1017.8,71.69,0.0,23.43,1017.8,71.69,0.0
2024-01-02 21:00:00,Bengaluru,20.0,18.0,88.0,1017.0,4.1,90.0,0.0,2024,1,2,21,2,0.034398,0.999408,-0.707107,0.707107,23.39,1017.79,71.87,0.0,23.39,1017.79,71.87,0.0
2024-01-02 21:30:00,Bengaluru,20.0,18.0,88.0,1016.0,5.1,90.0,0.0,2024,1,2,21,2,0.034398,0.999408,-0.707107,0.707107,23.35,1017.77,72.04,0.0,23.35,1017.77,72.04,0.0
2024-01-02 22:00:00,Bengaluru,20.0,18.0,88.0,1016.0,5.1,90.0,0.0,2024,1,2,22,2,0.034398,0.999408,-0.5,0.866025,23.32,1017.75,72.22,0.0,23.32,1017.75,72.22,0.0
2024-01-02 22:30:00,Bengaluru,20.0,18.0,88.0,1016.0,4.1,70.0,0.0,2024,1,2,22,2,0.034398,0.999408,-0.5,0.866025,23.28,1017.73,72.39,0.0,23.28,1017.73,72.39,0.0
2024-01-02 23:00:00,Bengaluru,20.0,18.0,88.0,1016.0,4.1,70.0,0.0,2024,1,2,23,2,0.034398,0.999408,-0.258819,0.965926,23.24,1017.71,72.55,0.0,23.24,1017.71,72.55,0.0
2024-01-02 23:30:00,Bengaluru,20.0,18.0,88.0,1016.0,4.1,80.0,0.0,2024,1,2,23,2,0.034398,0.999408,-0.258819,0.965926,23.21,1017.69,72.72,0.0,23.21,1017.69,72.72,0.0
2024-01-03 00:00:00,Bengaluru,20.0,18.0,88.0,1017.0,3.1,90.0,0.0,2024,1,3,0,3,0.051584,0.998669,0.0,1.0,23.18,1017.69,72.88,0.0,23.18,1017.69,72.88,0.0
2024-01-03 00:30:00,Bengaluru,20.0,18.0,88.0,1017.0,4.1,100.0,0.0,2024,1,3,0,3,0.051584,0.998669,0.0,1.0,23.14,1017.68,73.03,0.0,23.14,1017.68,73.03,0.0
2024-01-03 01:00:00,Bengaluru,20.0,18.0,88.0,1017.0,3.1,90.0,0.0,2024,1,3,1,3,0.051584,0.998669,0.258819,0.965926,23.11,1017.67,73.18,0.0,23.11,1017.67,73.18,0.0
2024-01-03 01:30:00,Bengaluru,20.0,18.0,88.0,1018.0,3.1,100.0,0.0,2024,1,3,1,3,0.051584,0.998669,0.258819,0.965926,23.08,1017.68,73.33,0.0,23.08,1017.68,73.33,0.0
2024-01-03 02:00:00,Bengaluru,20.0,18.0,88.0,1018.0,3.1,100.0,0.0,2024,1,3,2,3,0.051584,0.998669,0.5,0.866025,23.05,1017.68,73.48,0.0,23.05,1017.68,73.48,0.0
2024-01-03 02:30:00,Bengaluru,20.0,18.0,88.0,1019.0,4.1,90.0,0.0,2024,1,3,2,3,0.051584,0.998669,0.5,0.866025,23.02,1017.69,73.62,0.0,23.02,1017.69,73.62,0.0
2024-01-03 03:00:00,Bengaluru,21.0,18.0,83.0,1019.0,4.1,110.0,0.0,2024,1,3,3,3,0.051584,0.998669,0.707107,0.707107,23.0,1017.71,73.72,0.0,23.0,1017.71,73.72,0.0
2024-01-03 03:30:00,Bengaluru,21.0,18.0,83.0,1019.0,3.6,70.0,0.0,2024,1,3,3,3,0.051584,0.998669,0.707107,0.707107,22.98,1017.72,73.81,0.0,22.98,1017.72,73.81,0.0
2024-01-03 04:00:00,Bengaluru,22.0,18.0,78.0,1020.0,3.6,120.0,0.0,2024,1,3,4,3,0.051584,0.998669,0.866025,0.5,22.97,1017.74,73.85,0.0,22.97,1017.74,73.85,0.0
2024-01-03 04:30:00,Bengaluru,23.0,18.0,74.0,1020.0,3.6,90.0,0.0,2024,1,3,4,3,0.051584,0.998669,0.866025,0.5,22.97,1017.76,73.85,0.0,22.97,1017.76,73.85,0.0
2024-01-03 05:30:00,Bengaluru,24.0,18.0,69.0,1019.0,2.1,120.0,0.0,2024,1,3,5,3,0.051584,0.998669,0.965926,0.258819,22.98,1017.77,73.8,0.0,22.98,1017.77,73.8,0.0
2024-01-03 06:00:00,Bengaluru,25.0,18.0,65.0,1019.0,2.6,120.0,0.0,2024,1,3,6,3,0.051584,0.998669,1.0,0.0,23.0,1017.79,73.72,0.0,23.0,1017.79,73.72,0.0
2024-01-03 06:30:00,Bengaluru,26.0,19.0,65.0,1018.0,2.6,110.0,0.0,2024,1,3,6,3,0.051584,0.998669,1.0,0.0,23.03,1017.79,73.64,0.0,23.03,1017.79,73.64,0.0
2024-01-03 07:00:00,Bengaluru,26.0,18.0,61.0,1017.0,3.6,90.0,0.0,2024,1,3,7,3,0.051584,0.998669,0.965926,-0.258819,23.06,1017.78,73.52,0.0,23.06,1017.78,73.52,0.0
2024-01-03 07:30:00,Bengaluru,27.0,18.0,58.0,1017.0,3.1,90.0,0.0,2024,1,3,7,3,0.051584,0.998669,0.965926,-0.258819,23.09,1017.77,73.38,0.0,23.09,1017.77,73.38,0.0
2024-01-03 08:00:00,Bengaluru,27.0,17.0,54.0,1016.0,2.6,110.0,0.0,2024,1,3,8,3,0.051584,0.998669,0.866025,-0.5,23.13,1017.76,73.21,0.0,23.13,1017.76,73.21,0.0
2024-01-03 08:30:00,Bengaluru,27.0,17.0,54.0,1016.0,1.0,999.0,0.0,2024,1,3,8,3,0.051584,0.998669,0.866025,-0.5,23.16,1017.74,73.04,0.0,23.16,1017.74,73.04,0.0
2024-01-03 09:00:00,Bengaluru,27.0,17.0,54.0,1015.0,3.1,40.0,0.0,2024,1,3,9,3,0.051584,0.998669,0.707107,-0.707107,23.19,1017.72,72.87,0.0,23.19,1017.72,72.87,0.0
2024-01-03 10:00:00,Bengaluru,27.0,17.0,54.0,1015.0,3.1,50.0,0.0,2024,1,3,10,3,0.051584,0.998669,0.5,-0.866025,23.23,1017.69,72.7,0.0,23.23,1017.69,72.7,0.0
2024-01-03 10:30:00,Bengaluru,27.0,16.0,51.0,1015.0,3.1,40.0,0.0,2024,1,3,10,3,0.051584,0.998669,0.5,-0.866025,23.26,1017.67,72.51,0.0,23.26,1017.67,72.51,0.0
2024-01-03 11:00:00,Bengaluru,26.0,16.0,54.0,1015.0,3.1,80.0,0.0,2024,1,3,11,3,0.051584,0.998669,0.258819,-0.965926,23.28,1017.65,72.35,0.0,23.28,1017.65,72.35,0.0
2024-01-03 11:30:00,Bengaluru,26.0,16.0,54.0,1015.0,4.1,90.0,0.0,2024,1,3,11,3,0.051584,0.998669,0.258819,-0.965926,23.31,1017.62,72.2,0.0,23.31,1017.62,72.2,0.0
2024-01-03 12:00:00,Bengaluru,26.0,15.0,51.0,1015.0,4.1,100.0,0.0,2024,1,3,12,3,0.051584,0.998669,0.0,-1.0,23.33,1017.6,72.02,0.0,23.33,1017.6,72.02,0.0
2024-01-03 12:30:00,Bengaluru,25.0,15.0,54.0,1015.0,4.1,100.0,0.0,2024,1,3,12,3,0.051584,0.998669,0.0,-1.0,23.34,1017.58,71.87,0.0,23.34,1017.58,71.87,0.0
